"","X.1","X","X1","row","replicate","env_scenario","delta_env","delta_gen","sample_size","total_samples","n_env","n_pop","std_dev","interaction","Sim_time","pop_cov","true_cov","cov_R","covariance","covariance_lwrCI","covariance_uprCI","covariance_pvalue","true_cov_means","cov_means_R","cov_means","cov_means_lwrCI","cov_means_uprCI","cov_means_pvalue","true_cor","cor","cor_lwrCI","cor_uprCI","cor_pvalue","GxE_Anova","true_GxE_emm","GxE_emm","GxE_emm_lwrCI","GxE_emm_uprCI","GxE_emm_pvalue","true_GxE_omega","GxE_omega","GxE_omega_lwrCI","GxE_omega_uprCI","GxE_omega_pvalue","true_GxE_means","GxE_means","GxE_means_lwrCI","GxE_means_uprCI","GxE_means_pvalue","sig","meancoverror","coverror","meangxeerror","gxeerror"
"314",2051,2051,1,1283,1,1,0.499454994453117,-0.717129685450345,8,128,4,4,1,3.68460709135979,4.42202509244283,-0.379,-0.506,-0.578,-0.578,-4.17851666666667,-0.584116666666667,0.147,-0.506,-0.578,-0.578,-0.855416666666667,-0.293,0.165,-0.892,-0.908,-0.991,-0.46,0.101,0,0.719,0.798,0.673,0.949,0,0.745,0.421,0.36,0.546,0,0.719,0.798,0.682,0.928,0,TRUE,0.562416666666667,3.5944,0.246,0.276
"315",2056,2056,1,12844,8,1,0.754712197929621,0.779060747008771,4,16,2,2,0.5,0.821325775701553,2.73906363248825,-0.104,-0.208,-0.545,-0.545,-55.6188166666667,17.5030166666666,0.367,-0.208,-0.545,-0.545,-0.972683333333333,0.337666666666666,0.32,-1,-1,-1,1,0.85,0,0.82,0.776,0.553,0.982,0,0.896,0.672,0.568,0.83,0,0.82,0.776,0.601,0.959,0,TRUE,1.31035,73.1218333333333,0.358,0.429
"316",2061,2061,1,12849,8,1,0.0177572616375983,-0.388804114889354,4,16,2,2,0.5,0.84466855879873,2.5493639032046,0.044,0.089,0.632,0.632,0.143183333333333,10.3968666666667,0.292,0.089,0.632,0.632,0.112533333333333,0.980733333333333,0.334,1,1,1,1,0.819,0,0.784,0.767,0.604,0.958,0,0.82,0.638,0.498,0.827,0,0.784,0.767,0.606,0.92,0,TRUE,0.8682,10.2536833333334,0.314,0.354
"317",2063,2063,1,12850,8,1,0.788663035724312,0.521649366244674,4,16,2,2,0.5,1.39501206763089,2.63413122495015,0.351,0.701,0.572,0.572,0.197533333333333,3.87706666666666,0.339,0.701,0.572,0.572,0.137,0.974683333333333,0.999,1,1,1,1,0.837,0.038,0.163,0.302,0.08,0.514,0.518,0.036,0.11,-0.008,0.451,0.113,0.163,0.302,0.058,0.545,0.283,TRUE,0.837683333333333,3.67953333333333,0.487,0.434
"318",2066,2066,1,12853,8,1,0.8514110352844,-0.551456731744111,4,64,4,4,0.5,3.04112418508157,4.6483233054479,-0.368,-0.49,-0.635,-0.635,-5.829,-0.9779,0.109,-0.49,-0.635,-0.635,-0.839683333333333,-0.261,0.102,-0.733,-0.738,-0.95,-0.329,0.254,0,0.612,0.608,0.539,0.711,0,0.633,0.515,0.462,0.656,0,0.612,0.608,0.54,0.712,0,TRUE,0.578683333333333,4.8511,0.172,0.172
"319",2069,2069,1,12856,8,1,0.0298065976239741,-0.125205960124731,4,64,4,4,0.5,0.313312405860051,4.46171536445618,-0.231,-0.309,-0.319,-0.319,-7.16736666666667,1.59141666666667,0.438,-0.309,-0.319,-0.319,-0.714416666666667,0.197683333333333,0.454,-0.793,-0.452,-0.895,0.293,0.539,0,0.756,0.679,0.616,0.79,0,0.919,0.654,0.588,0.789,0,0.756,0.679,0.614,0.796,0,TRUE,0.9121,8.75878333333334,0.182,0.174
"320",2073,2073,1,1285,1,1,0.831578131299466,-0.0108929369598627,8,128,4,4,1,3.8434263151139,4.59618593056997,-0.19,-0.253,-0.168,-0.168,-4.53666666666667,1.28141666666667,0.707,-0.253,-0.168,-0.168,-0.598416666666667,0.179733333333333,0.668,-0.85,-0.304,-0.847,0.41,0.71,0,0.717,0.819,0.693,0.977,0,0.781,0.448,0.37,0.589,0,0.717,0.819,0.707,0.953,0,TRUE,0.77815,5.81808333333334,0.246,0.284
"321",2077,2077,1,12863,8,1,0.53682483965531,-0.701224961783737,4,64,4,4,0.5,3.55641521746293,4.38090819915136,0.254,0.339,0.371,0.371,0.523633333333333,3.73678333333333,0.379,0.339,0.371,0.371,0.111266666666667,0.594,0.384,0.411,0.437,0.142,0.693,0.571,0,0.672,0.651,0.586,0.722,0,0.682,0.615,0.544,0.713,0,0.672,0.651,0.582,0.741,0,TRUE,0.482733333333333,3.21315,0.159,0.136
"322",2082,2082,1,12868,8,1,0.906662039691582,0.897194623947144,4,64,4,4,0.5,2.48468972463161,4.65295739571253,0.075,0.1,-0.092,-0.092,-7.03846666666667,2.50451666666666,0.839,0.1,-0.092,-0.092,-0.476,0.249416666666666,0.823,0.175,-0.135,-0.686,0.365,0.873,0,0.759,0.775,0.688,0.88,0,0.892,0.736,0.699,0.826,0,0.759,0.775,0.692,0.865,0,TRUE,0.725416666666666,9.54298333333333,0.173,0.192
"323",2088,2088,1,12873,8,1,0.554267268627882,-0.245246156584471,4,64,4,4,0.5,1.65357725812355,4.31216860214869,0.537,0.716,0.771,0.771,1.47058333333333,4.65436666666667,0.036,0.716,0.771,0.771,0.415,0.886683333333333,0.037,0.843,0.786,0.523,0.937,0.208,0,0.59,0.554,0.485,0.649,0,0.548,0.453,0.394,0.585,0,0.59,0.554,0.478,0.647,0,TRUE,0.471683333333333,3.18378333333334,0.169,0.164
"324",2106,2106,1,1288,1,1,0.369709295919165,-0.464946354273707,8,128,4,4,1,1.3876424607262,4.3437820593516,-0.15,-0.201,-0.055,-0.055,-3.01088333333333,3.04833333333333,0.897,-0.201,-0.055,-0.055,-0.516733333333333,0.441366666666667,0.898,-0.221,-0.069,-0.757,0.692,0.936,0,0.64,0.605,0.514,0.784,0,0.697,0.305,0.235,0.467,0,0.64,0.605,0.529,0.769,0,TRUE,0.9581,6.05921666666666,0.24,0.27
"325",2109,2109,1,12892,8,1,0.878069989616051,-0.140843341127038,4,64,4,4,0.5,3.89447563281283,4.34199969768524,0.24,0.32,0.452,0.452,0.137533333333333,5.92568333333333,0.295,0.32,0.452,0.452,0.049,0.7111,0.294,0.374,0.508,0.028,0.844,0.508,0,0.7,0.734,0.648,0.845,0,0.811,0.659,0.608,0.773,0,0.7,0.734,0.662,0.835,0,TRUE,0.6621,5.78815,0.173,0.197
"326",2117,2117,1,1289,1,1,0.107548444531858,0.224823258817196,8,128,4,4,1,3.46378272166476,4.57696047623952,-0.115,-0.153,-0.24,-0.24,-3.81205,0.963466666666666,0.548,-0.153,-0.24,-0.24,-0.622683333333333,0.218683333333333,0.562,-0.231,-0.347,-0.861,0.38,0.641,0,0.646,0.688,0.578,0.874,0,0.787,0.327,0.252,0.49,0,0.646,0.688,0.591,0.854,0,TRUE,0.841366666666666,4.77551666666667,0.263,0.296
"327",2140,2140,1,1291,1,1,0.174024286912754,0.343229651451111,8,128,4,4,1,2.87304442934692,4.41094917853673,-0.045,-0.059,0.419,0.419,-0.3263,4.57568333333333,0.275,-0.059,0.419,0.419,-0.0263666666666667,0.777,0.302,-0.066,0.589,-0.121,0.953,0.395,0,0.676,0.654,0.553,0.808,0,0.785,0.338,0.274,0.489,0,0.676,0.654,0.562,0.79,0,TRUE,0.803366666666667,4.90198333333333,0.228,0.255
"328",2149,2149,1,12928,8,1,0.0578647693619132,-0.106574000790715,4,256,8,8,0.5,6.01095074461773,12.623705069224,0.087,0.099,0.029,0.029,-2.23691666666667,2.97668333333333,0.922,0.099,0.029,0.029,-0.18905,0.249683333333333,0.929,0.124,0.04,-0.291,0.364,0.918,0,0.779,0.746,0.715,0.813,0,0.888,0.691,0.694,0.772,0,0.779,0.746,0.718,0.813,0,TRUE,0.438733333333333,5.2136,0.095,0.098
"329",2173,2173,1,1294,1,1,0.11385363060981,0.0768357892520726,8,128,4,4,1,2.94044244429097,4.66689551671346,-0.278,-0.371,-0.159,-0.159,-4.55105,2.02245,0.707,-0.371,-0.159,-0.159,-0.643683333333333,0.310683333333333,0.704,-0.617,-0.276,-0.884,0.657,0.728,0,0.732,0.729,0.627,0.903,0,0.866,0.401,0.351,0.534,0,0.732,0.729,0.639,0.87,0,TRUE,0.954366666666666,6.5735,0.231,0.276
"330",2176,2176,1,1296,1,1,0.629623024025932,0.583425815682858,8,128,4,4,1,3.79967674659565,4.30448573827744,-0.142,-0.189,0.223,0.223,-0.951733333333333,3.54873333333333,0.597,-0.189,0.223,0.223,-0.207733333333333,0.623249999999999,0.628,-0.358,0.253,-0.323,0.748,0.761,0,0.728,0.697,0.587,0.857,0,0.745,0.332,0.27,0.476,0,0.728,0.697,0.601,0.839,0,TRUE,0.830983333333332,4.50046666666666,0.238,0.27
"331",2184,2184,1,13003,8,1,0.269075633026659,-0.184709161054343,8,32,2,2,0.5,1.89871659362689,2.65913144350052,0.128,0.257,-0.765,-0.765,-37.9400666666667,7.14779999999996,0.148,0.257,-0.765,-0.765,-0.971,0.163249999999999,0.306,1,-1,-1,1,0.832,0,0.842,0.883,0.698,1.075,0,0.945,0.678,0.538,0.832,0,0.842,0.883,0.715,1.061,0,TRUE,1.13425,45.0878666666667,0.346,0.377
"332",2186,2186,1,13005,8,1,0.0161305039655417,-0.573260174598545,8,32,2,2,0.5,1.37838046066463,2.56441517273585,0.014,0.029,-0.089,-0.089,-3.29935,1.1743,0.877,0.029,-0.089,-0.089,-0.461366666666667,0.250366666666667,0.68,1,-1,-1,1,0.836,0,0.757,0.752,0.611,0.888,0,0.763,0.644,0.525,0.771,0,0.757,0.752,0.62,0.883,0,TRUE,0.711733333333334,4.47365,0.263,0.277
"333",2198,2198,1,13016,8,1,0.784091016510502,0.125559536274523,8,32,2,2,0.5,1.13537120027468,2.69728118181229,-0.062,-0.124,-0.435,-0.435,-3.76418333333333,-0.106266666666667,0.455,-0.124,-0.435,-0.435,-0.88405,-0.0976333333333334,0.663,-1,-1,-1,-1,0.826,0,0.655,0.606,0.439,0.783,0,0.573,0.411,0.245,0.59,0,0.655,0.606,0.456,0.771,0,TRUE,0.786416666666667,3.65791666666666,0.315,0.344
"334",2206,2206,1,13024,8,1,0.47404994815588,0.82419102312997,8,32,2,2,0.5,0.854772282764316,2.60940475463867,0.003,0.005,0.052,0.052,-9.8812,11.4574,0.936,0.005,0.052,0.052,-0.592883333333333,0.609416666666666,0.655,1,1,-1,1,0.825,0,0.811,0.742,0.532,0.938,0,0.876,0.555,0.361,0.76,0,0.811,0.742,0.587,0.909,0,TRUE,1.2023,21.3386,0.322,0.406
"335",2210,2210,1,13028,8,1,0.103211965179071,-0.0424775839783251,8,32,2,2,0.5,1.42159293079749,2.62543396552404,0.049,0.098,-0.308,-0.308,-13.8665833333333,4.21636666666666,0.625,0.098,-0.308,-0.308,-0.808733333333333,0.142733333333333,0.71,1,-1,-1,1,0.801,0,0.818,0.86,0.715,1.009,0,0.892,0.726,0.62,0.842,0,0.818,0.86,0.737,0.986,0,TRUE,0.951466666666666,18.08295,0.249,0.294
"336",2212,2212,1,13030,8,1,0.633663998451084,0.587819599080831,8,32,2,2,0.5,0.877226135227829,2.59993563890457,0.379,0.757,0.753,0.753,0.42185,3.58535,0.19,0.757,0.753,0.753,0.361633333333333,0.985366666666667,0.671,1,1,1,1,0.818,0,0.693,0.61,0.429,0.782,0,0.641,0.354,0.225,0.516,0,0.693,0.61,0.452,0.774,0,TRUE,0.623733333333334,3.1635,0.322,0.353
"337",2214,2214,1,13032,8,1,0.407196509186178,-0.435991314705461,8,32,2,2,0.5,1.10191853204742,2.67110562324524,0.064,0.129,0.016,0.016,-3.89625,5.53156666666667,0.975,0.129,0.016,0.016,-0.389733333333333,0.564416666666666,0.671,1,1,-1,1,0.823,0,0.825,0.723,0.552,0.891,0,0.906,0.573,0.455,0.718,0,0.825,0.723,0.576,0.878,0,TRUE,0.954149999999999,9.42781666666667,0.302,0.339
"338",2217,2217,1,13035,8,1,0.637523915618658,0.47693391982466,8,32,2,2,0.5,1.17673384398222,2.59443073670069,0.163,0.326,0.262,0.262,-0.152683333333333,3.73245,0.666,0.326,0.262,0.262,-0.06605,0.785833333333333,0.68,1,1,-1,1,0.808,0,0.678,0.527,0.365,0.717,0,0.614,0.323,0.186,0.511,0,0.678,0.527,0.351,0.691,0,TRUE,0.851883333333333,3.88513333333333,0.34,0.352
"339",2221,2221,1,13039,8,1,0.983977932948619,-0.826561736874282,8,32,2,2,0.5,1.83576739765704,2.60057926177979,-0.065,-0.13,-0.256,-0.256,-5.65878333333333,0.25,0.708,-0.13,-0.256,-0.256,-0.731616666666667,0.0353666666666666,0.674,-1,-1,-1,1,0.943,0,0.728,0.773,0.603,0.945,0,0.706,0.565,0.445,0.689,0,0.728,0.773,0.638,0.903,0,TRUE,0.766983333333334,5.90878333333333,0.265,0.342
"340",2226,2226,1,13044,8,1,0.0310749495401978,0.135884741321206,8,32,2,2,0.5,1.17652501258999,2.60692761341731,-0.221,-0.442,-0.024,-0.024,-2.0332,2.30935,0.981,-0.442,-0.024,-0.024,-0.494416666666667,0.341416666666666,0.691,-1,-1,-1,1,0.84,0,0.807,0.593,0.415,0.761,0,0.868,0.43,0.28,0.601,0,0.807,0.593,0.431,0.756,0,TRUE,0.835833333333333,4.34255,0.325,0.346
"341",2229,2229,1,13047,8,1,0.074609057046473,-0.494290902279317,8,32,2,2,0.5,1.8490200182423,2.618894414107,-0.132,-0.264,-0.316,-0.316,-5.83188333333333,0.311783333333333,0.606,-0.264,-0.316,-0.316,-0.753683333333333,0.073783333333333,0.64,-1,-1,-1,1,0.999,0,0.782,0.896,0.75,1.051,0,0.814,0.709,0.615,0.826,0,0.782,0.896,0.767,1.03,0,TRUE,0.827466666666666,6.14366666666666,0.263,0.301
"342",2230,2230,1,13048,8,1,0.473617751151323,-0.0827085268683732,8,32,2,2,0.5,1.09321117587388,2.8233625292778,-0.351,-0.702,-0.692,-0.692,-5.5253,-0.540066666666668,0.229,-0.702,-0.692,-0.692,-0.983,-0.315316666666667,0.362,-1,-1,-1,-1,0.819,0,0.671,0.636,0.476,0.792,0,0.6,0.46,0.318,0.619,0,0.671,0.636,0.502,0.778,0,TRUE,0.667683333333333,4.98523333333333,0.276,0.316
"343",2285,2285,1,13201,8,1,0.161225901683792,-0.641198574565351,16,64,2,2,0.5,1.51944879302755,2.543987540404,0.196,0.392,0.617,0.617,0.779583333333333,8.09005,0.307,0.392,0.617,0.617,0.293316666666667,0.967466666666666,0.329,1,1,1,1,0.821,0,0.764,0.704,0.579,0.825,0,0.778,0.539,0.428,0.655,0,0.764,0.704,0.597,0.814,0,TRUE,0.674149999999999,7.31046666666667,0.217,0.246
"344",2295,2295,1,13211,8,1,0.801358847413212,0.101843394804746,16,64,2,2,0.5,0.579784459900111,2.70598769187927,0.495,0.989,0.802,0.802,0.854316666666667,3.86405,0.16,0.989,0.802,0.802,0.537633333333333,0.986,0.343,1,1,1,1,0.808,0,0.662,0.695,0.566,0.822,0,0.584,0.429,0.323,0.543,0,0.662,0.695,0.587,0.807,0,TRUE,0.448366666666667,3.00973333333333,0.22,0.256
"345",2297,2297,1,13213,8,1,0.998332214774564,0.199333443306386,16,64,2,2,0.5,1.06810815539211,2.739786195755,-0.301,-0.602,-0.623,-0.623,-3.89461666666667,-0.656583333333334,0.289,-0.602,-0.623,-0.623,-0.901683333333333,-0.38595,0.341,-1,-1,-1,-1,0.83,0,0.764,0.783,0.659,0.904,0,0.778,0.556,0.457,0.662,0,0.764,0.783,0.688,0.874,0,TRUE,0.515733333333333,3.23803333333334,0.186,0.245
"346",2302,2302,1,13218,8,1,0.0228633324149996,-0.329993669874966,16,64,2,2,0.5,1.48425537860021,2.63377600113551,-0.461,-0.923,-0.825,-0.825,-272.733683333333,155.33415,0.122,-0.923,-0.825,-0.825,-0.965683333333333,0.528366666666667,0.342,-1,-1,-1,1,0.999,0,0.861,0.831,0.719,0.952,0,0.989,0.737,0.676,0.812,0,0.861,0.831,0.734,0.928,0,TRUE,1.49405,428.067833333333,0.194,0.233
"347",2305,2305,1,13221,8,1,0.119688129983842,-0.921522792894393,16,64,2,2,0.5,1.51203071884811,2.71337988376617,0.353,0.706,0.968,0.968,-28.1403666666667,149.87495,0.02,0.706,0.968,0.968,-0.208683333333333,0.965,0.348,1,1,-1,1,0.811,0,0.837,0.903,0.776,1.043,0,0.934,0.742,0.654,0.831,0,0.837,0.903,0.808,1.007,0,TRUE,1.17368333333333,178.015316666667,0.199,0.267
"348",2308,2308,1,13224,8,1,0.440021645510569,-0.514660425949842,16,64,2,2,0.5,1.41983091412112,2.82566861311595,0.223,0.447,0.408,0.408,0.236283333333333,3.93935,0.503,0.447,0.408,0.408,0.1699,0.737733333333333,0.656,1,1,1,1,0.807,0,0.751,0.7,0.573,0.819,0,0.752,0.489,0.386,0.6,0,0.751,0.7,0.592,0.805,0,TRUE,0.567833333333333,3.70306666666667,0.213,0.246
"349",2314,2314,1,13230,8,1,0.139648742042482,0.108270784374326,16,64,2,2,0.5,1.30412769690156,2.78823292255402,0.125,0.249,0.66,0.66,0.812316666666667,4.55373333333333,0.235,0.249,0.66,0.66,0.39795,0.952416666666666,0.344,1,1,1,1,0.82,0,0.759,0.772,0.664,0.878,0,0.768,0.572,0.468,0.679,0,0.759,0.772,0.678,0.867,0,TRUE,0.554466666666666,3.74141666666666,0.189,0.214
"350",2339,2339,1,13255,8,1,0.397443532943726,-0.0296201286837459,16,256,4,4,0.5,1.93460160650546,4.58764813741048,0.025,0.033,0.04,0.04,-1.22405,1.90178333333333,0.931,0.033,0.04,0.04,-0.128366666666667,0.196366666666667,0.937,0.061,0.07,-0.265,0.418,0.931,0,0.724,0.718,0.669,0.766,0,0.874,0.671,0.633,0.722,0,0.724,0.718,0.677,0.76,0,TRUE,0.324733333333334,3.12583333333333,0.083,0.097
"351",2387,2387,1,13401,8,1,0.341146823950112,0.96968167508021,2,8,2,2,1,0.186526023317128,2.62195969025294,0.275,0.55,0.179,0.179,-5.255,0.758,0.888,0.55,0.179,0.179,-0.80205,0.870683333333333,0.999,1,1,-1,1,0.821,0.408,0.149,0.419,0.006,0.989,0.741,0.03,-0.016,-0.086,0.312,0.513,0.149,0.419,0.027,1.075,0.814,FALSE,1.67273333333333,6.013,1.048,0.983
"352",2394,2394,1,13408,8,1,0.00452456949278712,0.116444408893585,2,8,2,2,1,1.04905270365998,2.69030644098918,0.061,0.121,0.027,0.027,-5.018,2.352,0.931,0.121,0.027,0.027,-0.928616666666667,0.893366666666667,0.999,1,1,-1,1,0.93,0.744,0.195,0.24,0.051,1.179,0.023,0.051,-0.123,-0.141,0.935,0.714,0.195,0.24,0.022,1.165,0.937,TRUE,1.82198333333333,7.37,1.143,1.128
"353",2397,2397,1,13411,8,1,0.302609537029639,-0.378768425900489,2,8,2,2,1,0.386206347960979,2.52053791284561,0.29,0.58,0.849,0.849,-3.065,8.284,0.135,0.58,0.849,0.849,-0.0798333333333333,0.988,0.646,1,1,-1,1,0.836,0.306,0.737,0.422,0.019,0.863,0.361,0.725,0.035,-0.113,0.715,0.336,0.737,0.422,0.035,0.941,0.527,FALSE,1.06783333333333,11.349,0.906,0.844
"354",2398,2398,1,13412,8,1,0.591519584413618,-0.0439143134281039,2,8,2,2,1,0.681657408364117,2.68221918344498,0.4,0.801,0.882,0.882,-0.719,26.81,0.068,0.801,0.882,0.882,-0.5842,0.991683333333333,0.999,1,1,-1,1,0.84,0.211,0.837,0.345,0.06,0.662,0.945,0.933,0.109,0,0.91,0.195,0.837,0.345,0.018,0.826,0.871,FALSE,1.57588333333333,27.529,0.808,0.602
"355",2399,2399,1,13413,8,1,0.901686864905059,-0.0674367845058441,2,8,2,2,1,0.532427096739411,2.52342234055201,0.111,0.222,0.612,0.612,-1.461,5.156,0.302,0.222,0.612,0.612,-0.494683333333333,0.947,0.671,1,1,-1,1,0.838,0.199,0.288,0.538,0.057,1.042,0.681,0.11,0.132,-0.027,0.815,0.181,0.288,0.538,0.037,1.184,0.461,FALSE,1.44168333333333,6.617,1.147,0.985
"356",2400,2400,1,13414,8,1,0.149789428105578,0.192630524747074,2,8,2,2,1,1.36008143611252,2.73378278811773,0.001,0.003,-0.574,-0.574,-14.122,0.983,0.336,0.003,-0.574,-0.574,-0.904366666666667,0.962,0.336,1,-1,-1,1,0.828,0.676,0.323,0.07,0.003,0.276,0.999,0.139,-0.101,-0.132,0.462,0.651,0.323,0.07,0.018,0.975,0.999,FALSE,1.86636666666667,15.105,0.957,0.273
"357",2407,2407,1,13421,8,1,0.590328178135678,0.308634183835238,2,8,2,2,1,1.75891475146636,2.70351844231288,-0.061,-0.122,-0.249,-0.249,-26.63185,4.672,0.594,-0.122,-0.249,-0.249,-0.954733333333333,0.87715,0.353,-1,-1,-1,1,0.932,0.011,0.816,1.194,0.841,1.535,0.001,0.887,0.756,0.702,0.981,0.023,0.816,1.194,0.667,1.675,0,TRUE,1.83188333333333,31.30385,1.008,0.694
"358",2408,2408,1,13422,8,1,0.0553994418587536,0.381880216766149,2,8,2,2,1,0.646922069601715,2.56624908447266,0.12,0.241,0.491,0.491,-0.266,6.047,0.375,0.241,0.491,0.491,-0.368733333333333,0.966,0.999,1,1,-1,1,0.794,0.343,0.361,0.423,0.052,0.954,0.192,0.174,0.014,-0.055,0.724,0.339,0.361,0.423,0.02,1.003,0.555,FALSE,1.33473333333333,6.313,0.983,0.902
"359",2411,2411,1,13425,8,1,0.103957780404016,0.415342430118471,2,8,2,2,1,0.0829891562461853,2.49473661184311,0.04,0.08,-0.013,-0.013,-2.71798333333333,34.08,0.949,0.08,-0.013,-0.013,-0.8861,0.900683333333333,0.665,1,-1,-1,1,0.837,0.094,0.054,0.672,0.249,1.071,0.214,0.004,0.305,0.098,0.934,0.098,0.054,0.672,0.119,1.21,0.092,FALSE,1.78678333333333,36.7979833333333,1.091,0.822
"360",2412,2412,1,13426,8,1,0.20470535219647,-0.040551733225584,2,8,2,2,1,0.806783670093864,2.4936917146047,-0.186,-0.372,0.797,0.797,-1.846,4.389,0.147,-0.372,0.797,0.797,-0.418883333333333,0.978683333333333,0.328,-1,1,-1,1,0.858,0.126,0.859,0.847,0.28,1.409,0.107,0.983,0.226,0.021,0.742,0.115,0.859,0.847,0.192,1.526,0.063,FALSE,1.39756666666667,6.235,1.334,1.129
"361",2413,2413,1,13427,8,1,0.0261684083379805,0.686565606389195,2,8,2,2,1,1.30447757150978,2.50171364545822,0.213,0.425,0.403,0.403,-0.592,6.768,0.397,0.425,0.403,0.403,-0.581566666666667,0.954366666666667,0.653,1,1,-1,1,0.837,0.675,0.429,0.134,0.016,0.536,0.997,0.245,-0.075,-0.095,0.432,0.451,0.429,0.134,0.011,0.732,0.992,FALSE,1.53593333333333,7.36,0.721,0.52
"362",2418,2418,1,13432,8,1,0.525670767063275,-0.678429046180099,2,8,2,2,1,0.376618407666683,2.58483733336131,-0.251,-0.502,-0.687,-0.687,-5.301,0.395,0.251,-0.502,-0.687,-0.687,-0.980366666666667,0.540666666666666,0.333,-1,-1,-1,1,0.843,0.857,0.065,0.055,0.009,0.461,0.999,0.006,-0.1,-0.1,0.301,0.649,0.065,0.055,0.007,0.625,0.999,FALSE,1.52103333333333,5.696,0.618,0.452
"363",2422,2422,1,13436,8,1,0.795559162506834,0.199575064703822,2,8,2,2,1,1.3947400781326,3.08236978848775,-0.304,-0.608,-0.229,-0.229,-21.873,58.661,0.58,-0.608,-0.229,-0.229,-0.891,0.954366666666667,0.311,-1,-1,-1,1,0.848,0.148,0.799,0.755,0.22,1.289,0,0.851,0.268,0.03,0.939,0.135,0.799,0.755,0.178,1.355,0.087,TRUE,1.84536666666667,80.534,1.177,1.069
"364",2429,2429,1,13443,8,1,0.97612672788091,-0.483915112912655,2,8,2,2,1,1.75346658192575,2.54326422214508,-0.056,-0.113,-0.562,-0.562,-3.046,0.172,0.408,-0.113,-0.562,-0.562,-0.966366666666667,0.628733333333333,0.679,-1,-1,-1,1,0.815,0.479,0.249,0.213,0.022,0.584,0.964,0.083,-0.038,-0.1,0.481,0.412,0.249,0.213,0.013,0.741,0.956,FALSE,1.5951,3.218,0.728,0.562
"365",2431,2431,1,13445,8,1,0.761319143231958,-0.896905273664743,2,8,2,2,1,0.519344719126821,2.71095148722331,-0.045,-0.089,-0.286,-0.286,-8.51,0.466,0.682,-0.089,-0.286,-0.286,-0.901683333333333,0.519733333333333,0.653,-1,-1,-1,1,0.939,0.01,0.327,0.98,0.714,1.287,0.188,0.143,0.641,0.465,0.935,0.013,0.327,0.98,0.381,1.597,0.057,FALSE,1.42141666666667,8.976,1.216,0.573
"366",2433,2433,1,13447,8,1,0.662954186322168,0.376833731308579,2,8,2,2,1,1.77477678935975,2.57619185845057,0.003,0.007,0.138,0.138,-3.239,0.206,0.901,0.007,0.138,0.138,-0.874683333333333,0.645783333333333,0.658,1,1,-1,1,0.951,0.064,0.186,0.992,0.452,1.499,0.16,0.046,0.322,0.208,0.685,0.052,0.186,0.992,0.353,1.638,0.021,FALSE,1.52046666666667,3.445,1.285,1.047
"367",2435,2435,1,13449,8,1,0.15490254573524,-0.0329955699853599,2,8,2,2,1,0.595401323866099,2.53422573010127,-0.152,-0.303,-0.483,-0.483,-5.6,0.451,0.419,-0.303,-0.483,-0.483,-0.965683333333333,0.229416666666666,0.654,-1,-1,-1,1,0.834,0.136,0.592,0.378,0.118,0.635,0.189,0.467,0.201,0.044,0.565,0.146,0.592,0.378,0.11,0.68,0.073,FALSE,1.1951,6.051,0.57,0.517
"368",2440,2440,1,13454,8,1,0.411176248686388,0.753652125597,2,32,4,4,1,1.85466832175152,4.5910889784495,0.14,0.187,0.011,0.011,-1.51468333333333,1.87926666666666,0.982,0.187,0.011,0.011,-0.494683333333333,0.553,0.983,0.352,0.029,-0.788,0.92,0.975,0.023,0.535,0.748,0.607,1.009,0,0.523,0.334,0.335,0.699,0.037,0.535,0.748,0.579,1.016,0,TRUE,1.04768333333333,3.39394999999999,0.437,0.402
"369",2441,2441,1,13455,8,1,0.368382660672069,0.697890257462859,2,32,4,4,1,2.56755773350596,4.56059504747391,-0.071,-0.095,-0.174,-0.174,-4.6884,1.40368333333333,0.692,-0.095,-0.174,-0.174,-0.6971,0.570683333333333,0.673,-0.151,-0.298,-0.931,0.629,0.703,0.027,0.742,0.748,0.556,0.986,0.007,0.725,0.34,0.331,0.711,0.023,0.742,0.748,0.542,1.038,0.004,TRUE,1.26778333333333,6.09208333333333,0.496,0.43
"370",2444,2444,1,13458,8,1,0.591604701709002,0.0979702058248222,2,32,4,4,1,3.32530314847827,4.48689546982447,0.23,0.307,-0.433,-0.433,-2.76483333333333,0.239616666666666,0.288,0.307,-0.433,-0.433,-0.86105,0.24505,0.282,0.541,-0.833,-0.988,0.258,0.17,0.156,0.628,0.795,0.596,1.169,0.03,0.619,0.164,0.129,0.661,0.16,0.628,0.795,0.557,1.239,0.036,TRUE,1.1061,3.00445,0.682,0.573
"371",2447,2447,1,13461,8,1,0.735092060873285,-0.566134933847934,2,32,4,4,1,2.68511727033183,4.37384066581726,0.337,0.45,-0.029,-0.029,-2.0226,1.03071666666667,0.954,0.45,-0.029,-0.029,-0.554683333333333,0.55205,0.946,0.52,-0.038,-0.699,0.561,0.963,0.306,0.653,0.494,0.323,0.754,0.176,0.555,0.064,0.02,0.574,0.323,0.653,0.494,0.364,0.836,0.418,FALSE,1.10673333333333,3.05331666666667,0.472,0.431
